Type,Price,Value
Essential,27497,23879
Essential,37270,16860
Essential,41334,85873
Essential,75762,23130
Essential,86986,18192
Essential,36818,87957
Essential,18245,78744
Essential,88467,19485
Utility,93356,64785,0,0
Utility,32399,68321,0,0
Essential,90490,70826
Luxury,98028,67978,0,0
Utility,46367,63863,0,0
Essential,37686,55003
Luxury,71028,26018,0,0
Essential,49284,59879
Essential,76900,43790
Utility,746,94565,0,0
Luxury,61460,18675,0,0
Luxury,88296,6185,0,0
Utility,37150,46044,0,0
Luxury,52293,59229,0,0
Essential,19840,90513
Utility,89949,48914,0,0
Utility,60027,74544,0,0
Essential,45032,98248
Utility,47356,9586,0,0
Utility,90717,7533,0,0
Luxury,82982,65728,0,0
Luxury,3002,91745,0,0
Luxury,43724,90549,0,0
Luxury,54469,44688,0,0
Utility,25589,28634,0,0
Utility,79182,81223,0,0
Utility,88593,56716,0,0
Essential,79348,99094
Luxury,26770,28537,0,0
Luxury,28848,99305,0,0
Luxury,55205,540,0,0
Essential,28984,75679
Essential,94192,1697
Utility,42337,51638,0,0
Utility,66366,25321,0,0
Essential,1194,68845
Luxury,62612,27790,0,0
Essential,81189,87757
Luxury,90981,41816,0,0
Luxury,47905,31205,0,0
Essential,76901,46318
Essential,90374,41926
